ap,signal_norm,x,y,z
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
D,1.0,1.0,6.0,1.0
D,1.0,1.0,6.0,1.0
D,1.0,1.0,6.0,1.0
D,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
B,1.0,1.0,6.0,1.0
D,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
C,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
A,1.0,1.0,6.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
D,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
C,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
A,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
B,1.0,1.0,7.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
C,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
A,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
B,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
D,1.0,1.0,8.0,1.0
